invoice_no,invoice_date,customer_id,country,quantity,unit_price,revenue
494876,19-01-2010,15465,"United Kingdom",6,3.25,19.5
494878,19-01-2010,16596,"United Kingdom",12,1.49,17.88
494878,19-01-2010,16596,"United Kingdom",4,3.75,15
494878,19-01-2010,16596,"United Kingdom",24,1.25,30
494878,19-01-2010,16596,"United Kingdom",6,2.95,17.7
494878,19-01-2010,16596,"United Kingdom",6,2.95,17.7
494878,19-01-2010,16596,"United Kingdom",4,3.75,15
494887,19-01-2010,14525,"United Kingdom",9,6.75,60.75
494887,19-01-2010,14525,"United Kingdom",48,0.85,40.8
494887,19-01-2010,14525,"United Kingdom",2,6.75,13.5
494887,19-01-2010,14525,"United Kingdom",32,2.55,81.6
494888,19-01-2010,16027,"United Kingdom",36,1.25,45
494889,19-01-2010,14472,"United Kingdom",3,2.1,6.3
494889,19-01-2010,14472,"United Kingdom",4,2.1,8.4
494889,19-01-2010,14472,"United Kingdom",1,1.45,1.45
494889,19-01-2010,14472,"United Kingdom",3,1.45,4.35
494889,19-01-2010,14472,"United Kingdom",1,1.49,1.49
494889,19-01-2010,14472,"United Kingdom",2,1.25,2.5
494889,19-01-2010,14472,"United Kingdom",1,1.49,1.49
494889,19-01-2010,14472,"United Kingdom",1,1.25,1.25
494889,19-01-2010,14472,"United Kingdom",1,4.95,4.95
494889,19-01-2010,14472,"United Kingdom",1,1.45,1.45
494889,19-01-2010,14472,"United Kingdom",3,1.25,3.75
494889,19-01-2010,14472,"United Kingdom",3,1.45,4.35
494889,19-01-2010,14472,"United Kingdom",2,1.45,2.9
494889,19-01-2010,14472,"United Kingdom",1,1.45,1.45
494889,19-01-2010,14472,"United Kingdom",6,1.65,9.9
494889,19-01-2010,14472,"United Kingdom",5,1.65,8.25
494889,19-01-2010,14472,"United Kingdom",2,2.1,4.2
494889,19-01-2010,14472,"United Kingdom",1,2.1,2.1
494889,19-01-2010,14472,"United Kingdom",15,1.25,18.75
494889,19-01-2010,14472,"United Kingdom",2,1.25,2.5
494889,19-01-2010,14472,"United Kingdom",1,1.25,1.25
494889,19-01-2010,14472,"United Kingdom",2,1.25,2.5
494889,19-01-2010,14472,"United Kingdom",24,0.65,15.6
494889,19-01-2010,14472,"United Kingdom",1,3.25,3.25
494889,19-01-2010,14472,"United Kingdom",1,4.95,4.95
494889,19-01-2010,14472,"United Kingdom",8,0.85,6.8
494889,19-01-2010,14472,"United Kingdom",1,12.75,12.75
494889,19-01-2010,14472,"United Kingdom",1,9.95,9.95
494889,19-01-2010,14472,"United Kingdom",1,2.95,2.95
494889,19-01-2010,14472,"United Kingdom",2,5.95,11.9
494889,19-01-2010,14472,"United Kingdom",1,12.75,12.75
494889,19-01-2010,14472,"United Kingdom",1,2.95,2.95
494889,19-01-2010,14472,"United Kingdom",2,5.95,11.9
494889,19-01-2010,14472,"United Kingdom",2,7.95,15.9
494889,19-01-2010,14472,"United Kingdom",3,2.12,6.36
494889,19-01-2010,14472,"United Kingdom",1,2.95,2.95
494889,19-01-2010,14472,"United Kingdom",1,15.95,15.95
494889,19-01-2010,14472,"United Kingdom",1,2.95,2.95
494889,19-01-2010,14472,"United Kingdom",2,2.95,5.9
494889,19-01-2010,14472,"United Kingdom",4,0.85,3.4
494889,19-01-2010,14472,"United Kingdom",1,1.45,1.45
494889,19-01-2010,14472,"United Kingdom",2,3.95,7.9
494889,19-01-2010,14472,"United Kingdom",2,3.95,7.9
494889,19-01-2010,14472,"United Kingdom",4,1.45,5.8
494889,19-01-2010,14472,"United Kingdom",5,0.85,4.25
494889,19-01-2010,14472,"United Kingdom",3,1.95,5.85
494889,19-01-2010,14472,"United Kingdom",2,1.25,2.5
494889,19-01-2010,14472,"United Kingdom",1,1.49,1.49
494889,19-01-2010,14472,"United Kingdom",2,1.25,2.5
494889,19-01-2010,14472,"United Kingdom",1,1.25,1.25
494889,19-01-2010,14472,"United Kingdom",2,1.65,3.3
494889,19-01-2010,14472,"United Kingdom",2,1.25,2.5
494890,19-01-2010,13555,"United Kingdom",1,2.95,2.95
494890,19-01-2010,13555,"United Kingdom",2,1.25,2.5
494890,19-01-2010,13555,"United Kingdom",3,1.95,5.85
494890,19-01-2010,13555,"United Kingdom",1,2.95,2.95
494890,19-01-2010,13555,"United Kingdom",2,1.25,2.5
494890,19-01-2010,13555,"United Kingdom",1,1.25,1.25
494890,19-01-2010,13555,"United Kingdom",1,0.65,0.65
494890,19-01-2010,13555,"United Kingdom",1,1.25,1.25
494890,19-01-2010,13555,"United Kingdom",1,0.55,0.55
494890,19-01-2010,13555,"United Kingdom",1,0.55,0.55
494890,19-01-2010,13555,"United Kingdom",1,1.25,1.25
494890,19-01-2010,13555,"United Kingdom",1,1.25,1.25
494890,19-01-2010,13555,"United Kingdom",1,0.65,0.65
494890,19-01-2010,13555,"United Kingdom",1,0.65,0.65
494890,19-01-2010,13555,"United Kingdom",2,1.25,2.5
494890,19-01-2010,13555,"United Kingdom",2,0.65,1.3
494890,19-01-2010,13555,"United Kingdom",4,1.65,6.6
494890,19-01-2010,13555,"United Kingdom",1,2.95,2.95
494890,19-01-2010,13555,"United Kingdom",1,1.95,1.95
494890,19-01-2010,13555,"United Kingdom",1,6.75,6.75
494890,19-01-2010,13555,"United Kingdom",2,1.95,3.9
494890,19-01-2010,13555,"United Kingdom",1,1.65,1.65
494890,19-01-2010,13555,"United Kingdom",10,1.25,12.5
494890,19-01-2010,13555,"United Kingdom",1,4.25,4.25
494890,19-01-2010,13555,"United Kingdom",1,12.75,12.75
494890,19-01-2010,13555,"United Kingdom",1,1.95,1.95
494890,19-01-2010,13555,"United Kingdom",2,4.25,8.5
494891,19-01-2010,12733,"USA",1,3.95,3.95
494891,19-01-2010,12733,"USA",3,4.95,14.85
494891,19-01-2010,12733,"USA",2,3.75,7.5
494891,19-01-2010,12733,"USA",4,2.95,11.8
494891,19-01-2010,12733,"USA",2,3.45,6.9
494891,19-01-2010,12733,"USA",5,1.95,9.75
494891,19-01-2010,12733,"USA",4,4.95,19.8
494891,19-01-2010,12733,"USA",4,4.95,19.8
494891,19-01-2010,12733,"USA",6,2.1,12.6
494891,19-01-2010,12733,"USA",6,2.1,12.6
494891,19-01-2010,12733,"USA",4,2.55,10.2
494891,19-01-2010,12733,"USA",5,3.95,19.75
494891,19-01-2010,12733,"USA",2,0.85,1.7
494891,19-01-2010,12733,"USA",4,0.85,3.4
494891,19-01-2010,12733,"USA",10,2.1,21
494891,19-01-2010,12733,"USA",2,0.85,1.7
494891,19-01-2010,12733,"USA",4,0.85,3.4
494891,19-01-2010,12733,"USA",5,1.45,7.25
494891,19-01-2010,12733,"USA",6,0.85,5.1
494891,19-01-2010,12733,"USA",3,4.95,14.85
494891,19-01-2010,12733,"USA",1,1.95,1.95
494891,19-01-2010,12733,"USA",3,5.95,17.85
494891,19-01-2010,12733,"USA",8,5.95,47.6
494891,19-01-2010,12733,"USA",8,1.69,13.52
494891,19-01-2010,12733,"USA",4,10.75,43
494891,19-01-2010,12733,"USA",8,1.25,10
494891,19-01-2010,12733,"USA",6,1.25,7.5
494891,19-01-2010,12733,"USA",3,6.95,20.85
494891,19-01-2010,12733,"USA",10,0.85,8.5
494891,19-01-2010,12733,"USA",3,4.65,13.95
494891,19-01-2010,12733,"USA",3,9.95,29.85
494891,19-01-2010,12733,"USA",18,1.25,22.5
494891,19-01-2010,12733,"USA",5,1.95,9.75
494891,19-01-2010,12733,"USA",6,4.95,29.7
494891,19-01-2010,12733,"USA",7,2.1,14.7
494891,19-01-2010,12733,"USA",10,0.85,8.5
494891,19-01-2010,12733,"USA",1,9.95,9.95
494891,19-01-2010,12733,"USA",1,9.95,9.95
494891,19-01-2010,12733,"USA",4,8.5,34
494891,19-01-2010,12733,"USA",5,1.95,9.75
494891,19-01-2010,12733,"USA",5,1.45,7.25
494891,19-01-2010,12733,"USA",2,4.95,9.9
494891,19-01-2010,12733,"USA",3,12.75,38.25
494891,19-01-2010,12733,"USA",2,1.65,3.3
494891,19-01-2010,12733,"USA",4,1.95,7.8
494891,19-01-2010,12733,"USA",18,1.25,22.5
494891,19-01-2010,12733,"USA",3,1.95,5.85
494891,19-01-2010,12733,"USA",12,1.25,15
494891,19-01-2010,12733,"USA",3,8.95,26.85
494891,19-01-2010,12733,"USA",3,8.95,26.85
494891,19-01-2010,12733,"USA",24,3.75,90
494891,19-01-2010,12733,"USA",6,7.95,47.7
494891,19-01-2010,12733,"USA",12,1.25,15
494891,19-01-2010,12733,"USA",3,10.95,32.85
494891,19-01-2010,12733,"USA",6,2.55,15.3
494891,19-01-2010,12733,"USA",6,2.55,15.3
494891,19-01-2010,12733,"USA",12,1.25,15
494891,19-01-2010,12733,"USA",6,1.25,7.5
494891,19-01-2010,12733,"USA",8,1.95,15.6
494891,19-01-2010,12733,"USA",4,2.25,9
494891,19-01-2010,12733,"USA",2,4.25,8.5
494891,19-01-2010,12733,"USA",3,4.25,12.75
494891,19-01-2010,12733,"USA",5,2.25,11.25
494891,19-01-2010,12733,"USA",4,4.25,17
494891,19-01-2010,12733,"USA",10,2.95,29.5
494891,19-01-2010,12733,"USA",1,2.95,2.95
494891,19-01-2010,12733,"USA",4,1.45,5.8
494891,19-01-2010,12733,"USA",6,0.85,5.1
494891,19-01-2010,12733,"USA",6,1.45,8.7
494891,19-01-2010,12733,"USA",6,2.55,15.3
494891,19-01-2010,12733,"USA",6,2.55,15.3
494892,19-01-2010,12748,"United Kingdom",6,1.45,8.7
494893,19-01-2010,14156,"EIRE",6,2.55,15.3
494893,19-01-2010,14156,"EIRE",8,1.95,15.6
494893,19-01-2010,14156,"EIRE",8,1.95,15.6
494893,19-01-2010,14156,"EIRE",2,6.75,13.5
494893,19-01-2010,14156,"EIRE",4,3.75,15
494893,19-01-2010,14156,"EIRE",8,3.75,30
494893,19-01-2010,14156,"EIRE",10,1.25,12.5
494893,19-01-2010,14156,"EIRE",12,0.85,10.2
494893,19-01-2010,14156,"EIRE",24,0.55,13.2
494893,19-01-2010,14156,"EIRE",6,2.1,12.6
494893,19-01-2010,14156,"EIRE",24,1.25,30
494893,19-01-2010,14156,"EIRE",6,2.55,15.3
494893,19-01-2010,14156,"EIRE",6,3.35,20.1
494893,19-01-2010,14156,"EIRE",9,4.95,44.55
494893,19-01-2010,14156,"EIRE",4,3.75,15
494893,19-01-2010,14156,"EIRE",2,6.75,13.5
494893,19-01-2010,14156,"EIRE",4,3.75,15
494893,19-01-2010,14156,"EIRE",24,0.55,13.2
494893,19-01-2010,14156,"EIRE",6,4.95,29.7
494893,19-01-2010,14156,"EIRE",12,2.55,30.6
494893,19-01-2010,14156,"EIRE",6,2.55,15.3
494893,19-01-2010,14156,"EIRE",1,14.95,14.95
494893,19-01-2010,14156,"EIRE",2,10.95,21.9
494893,19-01-2010,14156,"EIRE",2,6.75,13.5
494893,19-01-2010,14156,"EIRE",2,6.75,13.5
494893,19-01-2010,14156,"EIRE",2,6.75,13.5
494893,19-01-2010,14156,"EIRE",2,6.75,13.5
494893,19-01-2010,14156,"EIRE",2,6.75,13.5
494893,19-01-2010,14156,"EIRE",2,6.75,13.5
494893,19-01-2010,14156,"EIRE",2,6.75,13.5
494893,19-01-2010,14156,"EIRE",6,3.75,22.5
494893,19-01-2010,14156,"EIRE",5,2.95,14.75
494893,19-01-2010,14156,"EIRE",12,2.55,30.6
494893,19-01-2010,14156,"EIRE",12,0.42,5.04
494893,19-01-2010,14156,"EIRE",4,2.95,11.8
494893,19-01-2010,14156,"EIRE",6,2.95,17.7
494893,19-01-2010,14156,"EIRE",6,2.95,17.7
494893,19-01-2010,14156,"EIRE",6,2.95,17.7
494893,19-01-2010,14156,"EIRE",6,4.25,25.5
494893,19-01-2010,14156,"EIRE",3,4.65,13.95
494893,19-01-2010,14156,"EIRE",6,3.75,22.5
494893,19-01-2010,14156,"EIRE",24,1.25,30
494893,19-01-2010,14156,"EIRE",6,2.95,17.7
494893,19-01-2010,14156,"EIRE",2,9.95,19.9
494893,19-01-2010,14156,"EIRE",3,6.95,20.85
494893,19-01-2010,14156,"EIRE",6,10.75,64.5
494893,19-01-2010,14156,"EIRE",10,1.25,12.5
494893,19-01-2010,14156,"EIRE",5,4.65,23.25
494893,19-01-2010,14156,"EIRE",12,2.1,25.2
494894,19-01-2010,18229,"United Kingdom",36,4.65,167.4
494894,19-01-2010,18229,"United Kingdom",24,4.65,111.6
494895,19-01-2010,13555,"United Kingdom",3,0.65,1.95
494895,19-01-2010,13555,"United Kingdom",3,0.85,2.55
494895,19-01-2010,13555,"United Kingdom",3,0.85,2.55
494895,19-01-2010,13555,"United Kingdom",1,3.75,3.75
494895,19-01-2010,13555,"United Kingdom",1,2.95,2.95
494895,19-01-2010,13555,"United Kingdom",1,1.65,1.65
494895,19-01-2010,13555,"United Kingdom",10,1.25,12.5
494895,19-01-2010,13555,"United Kingdom",3,1.95,5.85
494895,19-01-2010,13555,"United Kingdom",6,3.95,23.7
494895,19-01-2010,13555,"United Kingdom",5,4.95,24.75
494895,19-01-2010,13555,"United Kingdom",3,2.95,8.85
494895,19-01-2010,13555,"United Kingdom",4,2.95,11.8
494895,19-01-2010,13555,"United Kingdom",3,1.65,4.95
494895,19-01-2010,13555,"United Kingdom",9,0.85,7.65
494895,19-01-2010,13555,"United Kingdom",9,0.65,5.85
494895,19-01-2010,13555,"United Kingdom",12,0.85,10.2
494895,19-01-2010,13555,"United Kingdom",3,1.95,5.85
494895,19-01-2010,13555,"United Kingdom",3,1.95,5.85
494895,19-01-2010,13555,"United Kingdom",2,3.75,7.5
494895,19-01-2010,13555,"United Kingdom",24,1.25,30
494895,19-01-2010,13555,"United Kingdom",24,0.85,20.4
494895,19-01-2010,13555,"United Kingdom",3,1.95,5.85
494895,19-01-2010,13555,"United Kingdom",2,5.95,11.9
494895,19-01-2010,13555,"United Kingdom",2,2.95,5.9
494895,19-01-2010,13555,"United Kingdom",2,4.95,9.9
494895,19-01-2010,13555,"United Kingdom",2,4.95,9.9
494895,19-01-2010,13555,"United Kingdom",3,5.95,17.85
494895,19-01-2010,13555,"United Kingdom",8,1.69,13.52
494895,19-01-2010,13555,"United Kingdom",12,2.1,25.2
494895,19-01-2010,13555,"United Kingdom",12,2.1,25.2
494895,19-01-2010,13555,"United Kingdom",6,2.1,12.6
494895,19-01-2010,13555,"United Kingdom",3,5.95,17.85
494895,19-01-2010,13555,"United Kingdom",2,9.95,19.9
494895,19-01-2010,13555,"United Kingdom",32,2.55,81.6
494895,19-01-2010,13555,"United Kingdom",32,2.55,81.6
494895,19-01-2010,13555,"United Kingdom",12,0.95,11.4
494895,19-01-2010,13555,"United Kingdom",12,0.85,10.2
494895,19-01-2010,13555,"United Kingdom",2,12.75,25.5
494895,19-01-2010,13555,"United Kingdom",36,3.81,137.16
494896,19-01-2010,16156,"United Kingdom",12,1.65,19.8
494896,19-01-2010,16156,"United Kingdom",12,1.25,15
494896,19-01-2010,16156,"United Kingdom",24,1.25,30
494896,19-01-2010,16156,"United Kingdom",12,0.42,5.04
494896,19-01-2010,16156,"United Kingdom",12,0.42,5.04
494896,19-01-2010,16156,"United Kingdom",12,0.42,5.04
494896,19-01-2010,16156,"United Kingdom",12,1.95,23.4
494896,19-01-2010,16156,"United Kingdom",9,4.95,44.55
494896,19-01-2010,16156,"United Kingdom",6,2.95,17.7
494896,19-01-2010,16156,"United Kingdom",12,2.95,35.4
494896,19-01-2010,16156,"United Kingdom",12,1.25,15
494896,19-01-2010,16156,"United Kingdom",36,0.85,30.6
494896,19-01-2010,16156,"United Kingdom",6,1.65,9.9
494896,19-01-2010,16156,"United Kingdom",2,10.65,21.3
494896,19-01-2010,16156,"United Kingdom",12,2.95,35.4
494896,19-01-2010,16156,"United Kingdom",12,1.25,15
494896,19-01-2010,16156,"United Kingdom",6,2.95,17.7
494896,19-01-2010,16156,"United Kingdom",12,1.25,15
494897,19-01-2010,12437,"France",24,1.25,30
494897,19-01-2010,12437,"France",12,1.25,15
494897,19-01-2010,12437,"France",6,2.25,13.5
494897,19-01-2010,12437,"France",6,2.1,12.6
494897,19-01-2010,12437,"France",10,0.85,8.5
494897,19-01-2010,12437,"France",10,0.85,8.5
494897,19-01-2010,12437,"France",12,1.25,15
494897,19-01-2010,12437,"France",4,2.95,11.8
494897,19-01-2010,12437,"France",12,1.25,15
494897,19-01-2010,12437,"France",24,0.42,10.08
494897,19-01-2010,12437,"France",16,1.25,20
494897,19-01-2010,12437,"France",12,5.95,71.4
494897,19-01-2010,12437,"France",12,0.85,10.2
494897,19-01-2010,12437,"France",4,7.95,31.8
494897,19-01-2010,12437,"France",6,5.95,35.7
494897,19-01-2010,12437,"France",4,7.95,31.8
494897,19-01-2010,12437,"France",6,2.55,15.3
494897,19-01-2010,12437,"France",12,2.55,30.6
494897,19-01-2010,12437,"France",3,4.95,14.85
494897,19-01-2010,12437,"France",8,1.95,15.6
494897,19-01-2010,12437,"France",24,0.42,10.08
494897,19-01-2010,12437,"France",2,6.95,13.9
494897,19-01-2010,12437,"France",12,0.85,10.2
494897,19-01-2010,12437,"France",6,1.25,7.5
494897,19-01-2010,12437,"France",3,4.95,14.85
494897,19-01-2010,12437,"France",6,2.1,12.6
494897,19-01-2010,12437,"France",30,0.21,6.3
494897,19-01-2010,12437,"France",24,0.65,15.6
494897,19-01-2010,12437,"France",12,0.21,2.52
494897,19-01-2010,12437,"France",6,2.25,13.5
494897,19-01-2010,12437,"France",6,2.25,13.5
494898,19-01-2010,14413,"United Kingdom",12,0.65,7.8
494898,19-01-2010,14413,"United Kingdom",12,0.65,7.8
494898,19-01-2010,14413,"United Kingdom",12,0.85,10.2
494898,19-01-2010,14413,"United Kingdom",12,1.25,15
494898,19-01-2010,14413,"United Kingdom",6,2.95,17.7
494898,19-01-2010,14413,"United Kingdom",24,0.85,20.4
494898,19-01-2010,14413,"United Kingdom",24,0.85,20.4
494898,19-01-2010,14413,"United Kingdom",12,0.65,7.8
494898,19-01-2010,14413,"United Kingdom",24,0.65,15.6
494899,19-01-2010,12437,"France",4,18,72
494900,19-01-2010,15311,"United Kingdom",96,0.95,91.2
494900,19-01-2010,15311,"United Kingdom",24,3.45,82.8
494900,19-01-2010,15311,"United Kingdom",54,1.45,78.3
494900,19-01-2010,15311,"United Kingdom",24,3.39,81.36
494900,19-01-2010,15311,"United Kingdom",24,5.45,130.8
494900,19-01-2010,15311,"United Kingdom",24,4.25,102
494900,19-01-2010,15311,"United Kingdom",24,2.95,70.8
494900,19-01-2010,15311,"United Kingdom",1,1.65,1.65
494900,19-01-2010,15311,"United Kingdom",1,4.95,4.95
494900,19-01-2010,15311,"United Kingdom",1,2.95,2.95
494900,19-01-2010,15311,"United Kingdom",1,0.65,0.65
494900,19-01-2010,15311,"United Kingdom",1,1.25,1.25
494900,19-01-2010,15311,"United Kingdom",2,1.25,2.5
494900,19-01-2010,15311,"United Kingdom",1,2.55,2.55
494900,19-01-2010,15311,"United Kingdom",24,0.64,15.36
494900,19-01-2010,15311,"United Kingdom",24,0.64,15.36
494904,19-01-2010,13315,"United Kingdom",6,2.55,15.3
494904,19-01-2010,13315,"United Kingdom",6,2.95,17.7
494904,19-01-2010,13315,"United Kingdom",24,0.55,13.2
494904,19-01-2010,13315,"United Kingdom",12,1.45,17.4
494904,19-01-2010,13315,"United Kingdom",6,2.95,17.7
494904,19-01-2010,13315,"United Kingdom",10,1.25,12.5
494904,19-01-2010,13315,"United Kingdom",36,0.29,10.44
494904,19-01-2010,13315,"United Kingdom",12,0.65,7.8
494904,19-01-2010,13315,"United Kingdom",12,2.95,35.4
494904,19-01-2010,13315,"United Kingdom",10,1.25,12.5
494904,19-01-2010,13315,"United Kingdom",10,1.25,12.5
494904,19-01-2010,13315,"United Kingdom",12,0.42,5.04
494904,19-01-2010,13315,"United Kingdom",12,0.42,5.04
494904,19-01-2010,13315,"United Kingdom",12,0.42,5.04
494904,19-01-2010,13315,"United Kingdom",6,2.55,15.3
494904,19-01-2010,13315,"United Kingdom",12,0.85,10.2
494904,19-01-2010,13315,"United Kingdom",10,1.65,16.5
494904,19-01-2010,13315,"United Kingdom",3,5.45,16.35
494904,19-01-2010,13315,"United Kingdom",3,5.45,16.35
494904,19-01-2010,13315,"United Kingdom",6,2.95,17.7
494904,19-01-2010,13315,"United Kingdom",6,2.95,17.7
494904,19-01-2010,13315,"United Kingdom",6,2.1,12.6
494905,19-01-2010,17245,"United Kingdom",1,1.65,1.65
494905,19-01-2010,17245,"United Kingdom",3,2.95,8.85
494905,19-01-2010,17245,"United Kingdom",4,1.25,5
494905,19-01-2010,17245,"United Kingdom",1,1.25,1.25
494905,19-01-2010,17245,"United Kingdom",12,0.42,5.04
494905,19-01-2010,17245,"United Kingdom",6,2.25,13.5
494905,19-01-2010,17245,"United Kingdom",14,2.25,31.5
494905,19-01-2010,17245,"United Kingdom",16,2.25,36
494905,19-01-2010,17245,"United Kingdom",2,1.65,3.3
494905,19-01-2010,17245,"United Kingdom",12,0.85,10.2
494905,19-01-2010,17245,"United Kingdom",48,0.21,10.08
494905,19-01-2010,17245,"United Kingdom",36,0.21,7.56
494905,19-01-2010,17245,"United Kingdom",36,0.85,30.6
494905,19-01-2010,17245,"United Kingdom",36,0.85,30.6
494905,19-01-2010,17245,"United Kingdom",1,1.25,1.25
494905,19-01-2010,17245,"United Kingdom",4,0.95,3.8
494906,19-01-2010,15984,"United Kingdom",1,3.75,3.75
494906,19-01-2010,15984,"United Kingdom",2,3.75,7.5
494906,19-01-2010,15984,"United Kingdom",12,0.85,10.2
494906,19-01-2010,15984,"United Kingdom",12,0.29,3.48
494906,19-01-2010,15984,"United Kingdom",1,2.95,2.95
494906,19-01-2010,15984,"United Kingdom",5,1.25,6.25
494906,19-01-2010,15984,"United Kingdom",12,1.25,15
494906,19-01-2010,15984,"United Kingdom",24,0.85,20.4
494906,19-01-2010,15984,"United Kingdom",6,1.65,9.9
494906,19-01-2010,15984,"United Kingdom",8,0.85,6.8
494906,19-01-2010,15984,"United Kingdom",2,3.75,7.5
494906,19-01-2010,15984,"United Kingdom",2,2.1,4.2
494906,19-01-2010,15984,"United Kingdom",3,1.45,4.35
494906,19-01-2010,15984,"United Kingdom",12,0.29,3.48
494906,19-01-2010,15984,"United Kingdom",10,1.65,16.5
494906,19-01-2010,15984,"United Kingdom",72,0.85,61.2
494906,19-01-2010,15984,"United Kingdom",1,3.75,3.75
494906,19-01-2010,15984,"United Kingdom",1,4.95,4.95
494906,19-01-2010,15984,"United Kingdom",1,5.95,5.95
494906,19-01-2010,15984,"United Kingdom",1,5.95,5.95
494906,19-01-2010,15984,"United Kingdom",2,4.95,9.9
494906,19-01-2010,15984,"United Kingdom",2,2.95,5.9
494906,19-01-2010,15984,"United Kingdom",2,1.95,3.9
494906,19-01-2010,15984,"United Kingdom",2,1.95,3.9
494906,19-01-2010,15984,"United Kingdom",4,1.95,7.8
494906,19-01-2010,15984,"United Kingdom",6,1.25,7.5
494906,19-01-2010,15984,"United Kingdom",36,0.85,30.6
494908,19-01-2010,17307,"United Kingdom",144,1.06,152.64
494912,19-01-2010,16705,"United Kingdom",6,5.45,32.7
494912,19-01-2010,16705,"United Kingdom",10,5.95,59.5
494912,19-01-2010,16705,"United Kingdom",10,5.95,59.5
494912,19-01-2010,16705,"United Kingdom",10,5.95,59.5
494912,19-01-2010,16705,"United Kingdom",144,0.65,93.6
494912,19-01-2010,16705,"United Kingdom",6,7.95,47.7
494912,19-01-2010,16705,"United Kingdom",24,1.25,30
494912,19-01-2010,16705,"United Kingdom",6,4.25,25.5
494912,19-01-2010,16705,"United Kingdom",36,2.55,91.8
494912,19-01-2010,16705,"United Kingdom",64,2.55,163.2
494912,19-01-2010,16705,"United Kingdom",20,1.65,33
494912,19-01-2010,16705,"United Kingdom",20,1.65,33
494912,19-01-2010,16705,"United Kingdom",20,1.65,33
494912,19-01-2010,16705,"United Kingdom",24,3.39,81.36
494912,19-01-2010,16705,"United Kingdom",6,4.95,29.7
494912,19-01-2010,16705,"United Kingdom",24,4.25,102
494912,19-01-2010,16705,"United Kingdom",25,0.42,10.5
494912,19-01-2010,16705,"United Kingdom",25,0.42,10.5
494912,19-01-2010,16705,"United Kingdom",25,0.42,10.5
494912,19-01-2010,16705,"United Kingdom",25,0.42,10.5
494912,19-01-2010,16705,"United Kingdom",25,0.42,10.5
494912,19-01-2010,16705,"United Kingdom",25,0.42,10.5
494912,19-01-2010,16705,"United Kingdom",25,0.42,10.5
494912,19-01-2010,16705,"United Kingdom",18,1.45,26.1
494912,19-01-2010,16705,"United Kingdom",12,8.95,107.4
494912,19-01-2010,16705,"United Kingdom",12,2.95,35.4
494912,19-01-2010,16705,"United Kingdom",12,2.55,30.6
494912,19-01-2010,16705,"United Kingdom",12,4.25,51
494912,19-01-2010,16705,"United Kingdom",12,3.95,47.4
494912,19-01-2010,16705,"United Kingdom",24,1.25,30
494913,19-01-2010,17576,"United Kingdom",12,4.95,59.4
494913,19-01-2010,17576,"United Kingdom",4,0.85,3.4
494913,19-01-2010,17576,"United Kingdom",1,1.65,1.65
494913,19-01-2010,17576,"United Kingdom",6,1.65,9.9
494913,19-01-2010,17576,"United Kingdom",6,1.65,9.9
494913,19-01-2010,17576,"United Kingdom",3,1.95,5.85
494913,19-01-2010,17576,"United Kingdom",6,1.25,7.5
494913,19-01-2010,17576,"United Kingdom",6,1.65,9.9
494913,19-01-2010,17576,"United Kingdom",1,14.95,14.95
494913,19-01-2010,17576,"United Kingdom",6,1.25,7.5
494913,19-01-2010,17576,"United Kingdom",12,0.95,11.4
494913,19-01-2010,17576,"United Kingdom",6,0.65,3.9
494913,19-01-2010,17576,"United Kingdom",2,5.95,11.9
494913,19-01-2010,17576,"United Kingdom",2,3.75,7.5
494913,19-01-2010,17576,"United Kingdom",2,3.95,7.9
494913,19-01-2010,17576,"United Kingdom",2,3.75,7.5
494913,19-01-2010,17576,"United Kingdom",2,4.95,9.9
494914,19-01-2010,16705,"United Kingdom",12,3.75,45
494914,19-01-2010,16705,"United Kingdom",6,2.95,17.7
494914,19-01-2010,16705,"United Kingdom",6,2.55,15.3
494914,19-01-2010,16705,"United Kingdom",72,0.72,51.84
494914,19-01-2010,16705,"United Kingdom",72,1.06,76.32
494914,19-01-2010,16705,"United Kingdom",32,2.1,67.2
494914,19-01-2010,16705,"United Kingdom",36,2.1,75.6
494914,19-01-2010,16705,"United Kingdom",32,2.55,81.6
494914,19-01-2010,16705,"United Kingdom",10,5.95,59.5
494914,19-01-2010,16705,"United Kingdom",12,0.42,5.04
494914,19-01-2010,16705,"United Kingdom",25,0.42,10.5
494914,19-01-2010,16705,"United Kingdom",25,0.42,10.5
494914,19-01-2010,16705,"United Kingdom",25,0.42,10.5
494914,19-01-2010,16705,"United Kingdom",40,1.65,66
494914,19-01-2010,16705,"United Kingdom",40,1.65,66
494914,19-01-2010,16705,"United Kingdom",32,2.1,67.2
494914,19-01-2010,16705,"United Kingdom",12,0.42,5.04
494914,19-01-2010,16705,"United Kingdom",24,0.85,20.4
494914,19-01-2010,16705,"United Kingdom",24,0.85,20.4
494914,19-01-2010,16705,"United Kingdom",1,0.01,0.01
494915,19-01-2010,13564,"United Kingdom",12,0.65,7.8
494915,19-01-2010,13564,"United Kingdom",12,1.25,15
494915,19-01-2010,13564,"United Kingdom",32,0.42,13.44
494915,19-01-2010,13564,"United Kingdom",9,1.49,13.41
494915,19-01-2010,13564,"United Kingdom",12,1.25,15
494915,19-01-2010,13564,"United Kingdom",10,1.25,12.5
494915,19-01-2010,13564,"United Kingdom",12,1.25,15
494915,19-01-2010,13564,"United Kingdom",10,3.75,37.5
494915,19-01-2010,13564,"United Kingdom",1,1.25,1.25
494915,19-01-2010,13564,"United Kingdom",6,2.95,17.7
